"Replicon","Enzymes","Size"
"NZ_CP009725.1 chromosome",1316,3471563
"NZ_CP009726.1 chromosome",654,2120306
"NZ_CP009727.1 chromosome",1310,3471484
"NZ_CP009728.1 chromosome",648,2120565
"NZ_CP009729.1 chromosome",1364,3558404
"NZ_CP009730.1 chromosome",665,2104778
"NZ_CP009731.1 chromosome",1396,3625848
"NZ_CP009732.1 chromosome",666,2106749
"NZ_CP009733.1 chromosome",1350,3512356
"NZ_CP009734.1 chromosome",689,2185904
"NZ_CP009735.1 chromosome",1332,3507358
"NZ_CP009736.1 chromosome",690,2240464
"NZ_CP009737.1 chromosome",1365,3578566
"NZ_CP009738.1 chromosome",664,2146721
"NZ_CP009739.1 chromosome",1359,3573819
"NZ_CP009740.1 chromosome",655,2120572
"NZ_CP009741.1 chromosome",1104,3045954
"NZ_CP009742.1 chromosome",923,2728358
"NZ_CP009743.1 chromosome",1267,3522585
"NZ_CP009744.1 chromosome",1225,3358952
"NZ_CP009745.1 chromosome",456,1627712
"NZ_CP009746.1 chromosome",2087,5608349
"NZ_CP009747.1 chromosome",1836,5087619
"NZ_CP009748.1 chromosome",1557,3876276
"NZ_CP009750.1 chromosome",1604,4761583
"NZ_CP009753.1 chromosome",837,1899252
"NZ_CP009754.1 chromosome",2942,8274043
"NZ_CP009755.1 chromosome",1387,3443800
"NZ_CP009756.1 chromosome",1896,4848754
"NZ_CP009757.1 chromosome",1619,4729753
"NZ_CP009759.1 chromosome",1604,4706165
"NZ_CP009760.1 chromosome",379,1072951
"NZ_CP009761.1 chromosome",627,1627009
"NZ_CP009764.1 chromosome",1425,3826396
"NZ_CP009765.1 chromosome",1233,3376731
"NZ_CP009766.1 chromosome",506,1717369
"NZ_CP009768.1 chromosome",1875,4680477
"NZ_CP009769.1 chromosome",1702,4920350
"NZ_CP009771.1 chromosome",2173,5574202
"NZ_CP009775.1 chromosome",2166,5515525
"NZ_CP009780.1 chromosome",1616,4695575
"NZ_CP009781.1 chromosome",1588,4471090
"NZ_CP009785.1 chromosome",1623,4662886
"NZ_CP009786.1 chromosome",1611,4728337
"NZ_CP009787.1 chromosome",1590,4372253
"NZ_CP009788.1 chromosome",1339,3618700
"NZ_CP009789.1 chromosome",1854,4558660
"NZ_CP009790.1 chromosome",926,2681334
"NZ_CP009792.1 chromosome",1596,4689436
"NZ_CP009793.1 chromosome",639,2168075
"NZ_CP009794.1 chromosome",234,834424
"NZ_CP009795.1 chromosome",1312,3406596
"NZ_CP009796.1 chromosome",1701,4079669
"NZ_CP009798.1 chromosome",1386,3556555
"NZ_CP009799.1 chromosome",882,2646970
"NZ_CP009800.1 chromosome",400,1281472
"NZ_CP009801.1 chromosome",1739,4859749
"NZ_CP009802.1 chromosome",2530,7090955
"NZ_CP009823.1 chromosome",940,2788789
"NZ_CP009826.2 chromosome",921,2666240
"NZ_CP009828.1 chromosome",1037,2709797
"NZ_CP009829.2 chromosome",934,2748592
"NZ_CP009830.1 chromosome",186,550289
"NZ_CP009831.1 chromosome",755,2344193
"NZ_CP009832.1 chromosome",1323,3428264
"NZ_CP009838.1 chromosome",1624,4534244
"NZ_CP009840.1 chromosome",1596,4569625
"NZ_CP009844.1 chromosome",1620,4654228
"NZ_CP009847.1 chromosome",1197,3348850
"NZ_CP009848.1 chromosome",521,1758762
"NZ_CP009850.1 chromosome",1885,4761385
"NZ_CP009854.1 chromosome",1812,4626882
"NZ_CP009859.1 chromosome",2018,5310511
"NZ_CP009863.1 chromosome",2116,5298647
"NZ_CP009872.1 chromosome",2106,5306618
"NZ_CP009876.1 chromosome",2108,5228295
"NZ_CP009885.1 chromosome",959,2813297
"NZ_CP009887.1 chromosome",1550,4560540
"NZ_CP009888.1 chromosome",1194,3197498
"NZ_CP009889.1 chromosome",426,1618489
"NZ_CP009896.1 chromosome",2238,5637360
"NZ_CP009897.1 chromosome",1164,2904500
"NZ_CP009898.1 chromosome",904,3184745
"NZ_CP009899.1 chromosome",1472,4140573
"NZ_CP009902.1 chromosome",2029,5321900
"NZ_CP009906.1 chromosome",1651,4708024
"NZ_CP009907.1 chromosome",778,2096031
"NZ_CP009913.1 chromosome",842,2188923
"NZ_CP009920.1 chromosome",2030,5343114
"NZ_CP009922.3 chromosome",2246,5961402
"NZ_CP009923.1 chromosome",372,1038864
"NZ_CP009925.1 chromosome",372,1038864
"NZ_CP009927.1 chromosome",943,2337177
"NZ_CP009928.1 chromosome",1499,4633632
"NZ_CP009929.1 chromosome",1312,3510109
"NZ_CP009930.1 chromosome",706,2325357
"NZ_CP009931.1 chromosome",1314,3510032
"NZ_CP009932.1 chromosome",688,2226558
"NZ_CP009933.1 chromosome",1930,5749410
"NZ_CP009935.1 chromosome",1586,4501786
"NZ_CP009938.1 chromosome",1600,4069641
"NZ_CP009941.1 chromosome",2019,5457398
"NZ_CP009961.1 chromosome",588,1611988
"NZ_CP009962.1 chromosome",1906,5603532
"NZ_CP009968.1 chromosome",2013,5305318
"NZ_CP009973.1 chromosome",1593,4556337
"NZ_CP009974.1 chromosome",2105,5798534
"NZ_CP009976.1 chromosome",1598,4635105
"NZ_CP009977.1 chromosome",1219,3248023
"NZ_CP009978.1 chromosome",625,1927130
"NZ_CP009981.1 chromosome",2006,5227467
"NZ_CP009982.1 chromosome",1202,3266132
"NZ_CP009983.1 chromosome",521,1772036
"NZ_CP009984.1 chromosome",1177,3222762
"NZ_CP009985.1 chromosome",503,1837943
"NZ_CP009991.1 chromosome",1575,4523033
"NZ_CP009997.1 chromosome",1624,4496569
"NZ_CP010013.1 chromosome",699,1586473
"NZ_CP010014.1 chromosome",1682,4070380
"NZ_CP010017.1 chromosome",1429,3896053
"NZ_CP010018.1 chromosome",849,2897757
"NZ_CP010019.1 chromosome",899,2017400
"NZ_CP010023.1 chromosome",1612,4607660
"NZ_CP010025.1 chromosome",161,650149
"NZ_CP010026.1 chromosome",1627,4463161
"NZ_CP010027.1 chromosome",1120,3508455
"NZ_CP010028.1 chromosome",1419,3531443
"NZ_CP010048.1 chromosome",385,749321
"NZ_CP010049.1 chromosome",389,773940
"NZ_CP010050.1 chromosome",1010,2488699
"NZ_CP010052.1 chromosome",1736,4215619
"NZ_CP010053.1 chromosome",1735,4215367
"NZ_CP010054.1 chromosome",1412,3874646
"NZ_CP010058.1 chromosome",782,1712361
"NZ_CP010065.1 chromosome",1316,3542936
"NZ_CP010066.1 chromosome",679,2237503
"NZ_CP010067.1 chromosome",1593,4742580
"NZ_CP010070.1 chromosome",593,1488669
"NZ_CP010072.1 chromosome",806,1742364
"NZ_CP010075.1 chromosome",1499,3708888
"NZ_CP010086.2 chromosome",2103,6485394
"NZ_CP010088.1 chromosome",2003,5235838
"NZ_CP010089.1 chromosome",2114,5701188
"NZ_CP010103.1 chromosome",863,2005074
"NZ_CP010106.1 chromosome",2008,5429688
"NZ_CP010113.1 chromosome",2156,4781002
"NZ_CP010114.1 chromosome",2180,4786065
"NZ_CP010115.1 chromosome",832,1862444
"NZ_CP010116.1 chromosome",1870,4843023
"NZ_CP010117.1 chromosome",1893,4809836
"NZ_CP010119.1 chromosome",1983,5349582
"NZ_CP010121.1 chromosome",1935,4990476
"NZ_CP010122.1 chromosome",1971,5333488
"NZ_CP010125.1 chromosome",1923,4901865
"NZ_CP010129.1 chromosome",1819,4527935
"NZ_CP010132.1 chromosome",1942,5021692
"NZ_CP010133.1 chromosome",2095,5414571
"NZ_CP010134.1 chromosome",1966,5060525
"NZ_CP010137.1 chromosome",1901,4765647
"NZ_CP010140.1 chromosome",1959,4971154
"NZ_CP010143.1 chromosome",1912,4821305
"NZ_CP010145.1 chromosome",1907,4817460
"NZ_CP010148.1 chromosome",1855,4711358
"NZ_CP010150.1 chromosome",1905,4827779
"NZ_CP010151.1 chromosome",1969,5130646
"NZ_CP010152.1 chromosome",1875,4637555
"NZ_CP010157.1 chromosome",1975,5112249
"NZ_CP010160.1 chromosome",1911,4818512
"NZ_CP010163.1 chromosome",1811,4531885
"NZ_CP010167.1 chromosome",1858,4630919
"NZ_CP010169.1 chromosome",1887,4833228
"NZ_CP010170.1 chromosome",1887,4832567
"NZ_CP010171.1 chromosome",1896,4807161
"NZ_CP010172.1 chromosome",1910,4929892
"NZ_CP010176.1 chromosome",1900,4805164
"NZ_CP010177.1 chromosome",1888,4735489
"NZ_CP010178.1 chromosome",1888,4741552
"NZ_CP010180.1 chromosome",1915,4941156
"NZ_CP010183.1 chromosome",1915,4940434
"NZ_CP010186.1 chromosome",1942,5146228
"NZ_CP010191.1 chromosome",1911,4803944
"NZ_CP010196.1 chromosome",1942,5145749
"NZ_CP010200.1 chromosome",1905,4821620
"NZ_CP010206.1 chromosome",1907,5032791
"NZ_CP010213.1 chromosome",1927,5103562
"NZ_CP010219.1 chromosome",1950,5102554
"NZ_CP010221.1 chromosome",1932,5102172
"NZ_CP010226.1 chromosome",1867,4702107
"NZ_CP010228.1 chromosome",1858,4632368
"NZ_CP010229.1 chromosome",1910,4886210
"NZ_CP010230.1 chromosome",1889,4733615
"NZ_CP010231.1 chromosome",1871,4664102
"NZ_CP010235.1 chromosome",2167,5399183
"NZ_CP010236.1 chromosome",1897,4838808
"NZ_CP010237.1 chromosome",1933,5043711
"NZ_CP010238.1 chromosome",1864,4797106
"NZ_CP010240.1 chromosome",1981,5310035
"NZ_CP010242.1 chromosome",1899,4740150
"NZ_CP010247.1 chromosome",1592,4529728
"NZ_CP010249.1 chromosome",1487,4109554
"NZ_CP010250.1 chromosome",1488,4106823
"NZ_CP010251.1 chromosome",1487,4106401
"NZ_CP010252.1 chromosome",1489,4111656
"NZ_CP010253.1 chromosome",1489,4111652
"NZ_CP010254.1 chromosome",1487,4105331
"NZ_CP010255.1 chromosome",1487,4106388
"NZ_CP010256.1 chromosome",1487,4107437
"NZ_CP010257.1 chromosome",1482,4096713
"NZ_CP010258.1 chromosome",1486,4106502
"NZ_CP010259.1 chromosome",1487,4105350
"NZ_CP010260.1 chromosome",1487,4104288
"NZ_CP010261.1 chromosome",1487,4107716
"NZ_CP010262.1 chromosome",1487,4106666
"NZ_CP010263.1 chromosome",1487,4105348
"NZ_CP010264.1 chromosome",1485,4101762
"NZ_CP010265.1 chromosome",1488,4103417
"NZ_CP010266.1 chromosome",1486,4107557
"NZ_CP010267.1 chromosome",359,1192498
"NZ_CP010268.1 chromosome",1901,5597590
"NZ_CP010271.1 chromosome",2084,4649175
"NZ_CP010272.1 chromosome",2023,5326039
"NZ_CP010279.1 chromosome",1894,4832938
"NZ_CP010281.1 chromosome",1896,4830769
"NZ_CP010282.1 chromosome",1891,4795842
"NZ_CP010283.1 chromosome",1906,4858179
"NZ_CP010284.1 chromosome",1900,4827959
"NZ_CP010288.1 chromosome",836,1893733
"NZ_CP010289.1 chromosome",833,1894186
"NZ_CP010290.1 chromosome",829,1892789
"NZ_CP010295.1 chromosome",1122,2872768
"NZ_CP010296.1 chromosome",1122,2872779
"NZ_CP010297.1 chromosome",1122,2872764
"NZ_CP010298.1 chromosome",1122,2872779
"NZ_CP010299.1 chromosome",1122,2872781
"NZ_CP010300.1 chromosome",1122,2872771
"NZ_CP010301.1 chromosome",806,1745537
"NZ_CP010304.1 chromosome",1988,5488700
"NZ_CP010306.1 chromosome",792,1742047
"NZ_CP010307.1 chromosome",787,1670781
"NZ_CP010308.1 chromosome",314,907293
"NZ_CP010310.2 chromosome",1930,5867621
"NZ_CP010311.1 chromosome",1207,3475523
"NZ_CP010313.1 chromosome",3147,9224208
"NZ_CP010314.1 chromosome",1729,4195102
"NZ_CP010315.1 chromosome",1954,5017219
"NZ_CP010319.1 chromosome",843,1996151
"NZ_CP010322.1 chromosome",2013,5229224
"NZ_CP010323.1 chromosome",1497,4134593
"NZ_CP010327.1 chromosome",1270,4155464
"NZ_CP010329.1 chromosome",1767,4428621
"NZ_CP010330.1 chromosome",1893,4421903
"NZ_CP010335.1 chromosome",1758,4419839
"NZ_CP010336.1 chromosome",1760,4405033
"NZ_CP010337.1 chromosome",1783,4401829
"NZ_CP010338.1 chromosome",1770,4417090
"NZ_CP010339.1 chromosome",1890,4399422
"NZ_CP010340.1 chromosome",1768,4426489
"NZ_CP010341.1 chromosome",1004,2649166
"NZ_CP010344.1 chromosome",1902,4803751
"NZ_CP010346.1 chromosome",1164,2904228
"NZ_CP010348.1 chromosome",1389,3623703
"NZ_CP010349.1 chromosome",665,2105279
"NZ_CP010350.1 chromosome",1303,3509795
"NZ_CP010359.1 chromosome",2198,6233254
"NZ_CP010368.1 chromosome",1484,3858956
"NZ_CP010371.1 chromosome",1868,4761012
"NZ_CP010376.2 chromosome",1893,4897485
"NZ_CP010377.1 chromosome",1801,4632074
"NZ_CP010384.1 chromosome",1863,4784288
"NZ_CP010392.1 chromosome",2114,5313576
"NZ_CP010397.1 chromosome",1485,3902527
"NZ_CP010401.1 chromosome",541,1467695
"NZ_CP010402.1 chromosome",1106,2792802
"NZ_CP010406.1 chromosome",1592,3982168
"NZ_CP010407.1 chromosome",3196,8867142
"NZ_CP010409.1 chromosome",1521,4497453
"NZ_CP010411.1 chromosome",866,2578115
"NZ_CP010412.1 chromosome",775,2210370
"NZ_CP010413.1 chromosome",822,2421115
"NZ_CP010415.1 chromosome",1803,4591803
"NZ_CP010423.1 chromosome",1446,4094629
"NZ_CP010427.1 chromosome",674,1658482
"NZ_CP010429.1 chromosome",2372,7029352
"NZ_CP010431.2 chromosome",1968,5742997
"NZ_CP010432.1 chromosome",782,1991969
"NZ_CP010433.1 chromosome",737,1958651
"NZ_CP010435.1 chromosome",713,1667638
"NZ_CP010436.1 chromosome",713,1667303
"NZ_CP010437.1 chromosome",753,2173720
"NZ_CP010438.1 chromosome",1876,4619729
"NZ_CP010439.1 chromosome",1870,4604543
"NZ_CP010440.1 chromosome",1877,4621164
"NZ_CP010441.1 chromosome",1870,4607634
"NZ_CP010442.1 chromosome",1874,4660432
"NZ_CP010443.1 chromosome",1870,4606859
"NZ_CP010444.1 chromosome",1871,4609629
"NZ_CP010445.1 chromosome",1876,4682086
"NZ_CP010446.2 chromosome",822,1878026
"NZ_CP010449.1 chromosome",777,1950469
"NZ_CP010450.1 chromosome",733,1791401
"NZ_CP010451.1 chromosome",1212,3207539
"NZ_CP010453.1 chromosome",845,2453124
"NZ_CP010457.1 chromosome",782,1636223
"NZ_CP010458.1 chromosome",786,1657054
"NZ_CP010459.1 chromosome",778,1635237
"NZ_CP010460.1 chromosome",777,1632612
"NZ_CP010461.1 chromosome",780,1642694
"NZ_CP010462.1 chromosome",782,1669148
"NZ_CP010463.1 chromosome",777,1642497
"NZ_CP010464.1 chromosome",778,1641119
"NZ_CP010465.1 chromosome",778,1624545
"NZ_CP010466.1 chromosome",778,1634189
"NZ_CP010467.1 chromosome",783,1661567
"NZ_CP010468.1 chromosome",779,1645157
"NZ_CP010469.1 chromosome",777,1642039
"NZ_CP010470.1 chromosome",777,1635709
"NZ_CP010471.1 chromosome",779,1642794
"NZ_CP010472.1 chromosome",783,1669766
"NZ_CP010473.1 chromosome",780,1633831
"NZ_CP010474.1 chromosome",778,1642281
"NZ_CP010475.1 chromosome",785,1672553
"NZ_CP010476.1 chromosome",789,1668425
"NZ_CP010477.1 chromosome",784,1667602
"NZ_CP010479.1 chromosome",782,1665175
"NZ_CP010480.1 chromosome",790,1668335
"NZ_CP010481.1 chromosome",778,1637642
"NZ_CP010482.1 chromosome",776,1636128
"NZ_CP010483.1 chromosome",778,1633693
"NZ_CP010484.1 chromosome",776,1637207
"NZ_CP010485.1 chromosome",780,1629790
"NZ_CP010486.1 chromosome",777,1628907
"NZ_CP010487.1 chromosome",780,1633951
"NZ_CP010488.1 chromosome",779,1632718
"NZ_CP010489.1 chromosome",778,1649284
"NZ_CP010490.1 chromosome",781,1643038
"NZ_CP010491.1 chromosome",778,1631266
"NZ_CP010492.1 chromosome",785,1666051
"NZ_CP010493.1 chromosome",777,1644975
"NZ_CP010494.1 chromosome",777,1632509
"NZ_CP010495.1 chromosome",786,1675952
"NZ_CP010496.1 chromosome",783,1675989
"NZ_CP010497.1 chromosome",779,1634109
"NZ_CP010498.1 chromosome",779,1633145
"NZ_CP010499.1 chromosome",779,1633596
"NZ_CP010500.1 chromosome",780,1645188
"NZ_CP010501.1 chromosome",784,1679764
"NZ_CP010502.1 chromosome",783,1671231
"NZ_CP010503.1 chromosome",777,1635627
"NZ_CP010504.1 chromosome",776,1636377
"NZ_CP010505.1 chromosome",776,1635207
"NZ_CP010506.1 chromosome",780,1643938
"NZ_CP010507.1 chromosome",779,1631373
"NZ_CP010508.1 chromosome",784,1667224
"NZ_CP010509.1 chromosome",780,1636490
"NZ_CP010510.1 chromosome",778,1640646
"NZ_CP010511.1 chromosome",778,1635130
"NZ_CP010515.1 chromosome",611,1539049
"NZ_CP010516.1 chromosome",1376,3539530
"NZ_CP010517.1 chromosome",628,2039213
"NZ_CP010518.3 chromosome",1809,5582097
"NZ_CP010519.1 chromosome",2881,8384669
"NZ_CP010520.1 chromosome",1290,3611897
"NZ_CP010521.1 chromosome",1289,3611898
"NZ_CP010522.1 chromosome",636,1522119
"NZ_CP010523.2 chromosome",2193,5521203
"NZ_CP010524.1 chromosome",1720,4388022
"NZ_CP010525.1 chromosome",1333,3624641
"NZ_CP010526.1 chromosome",1115,2860508
"NZ_CP010528.1 chromosome",1200,3284260
"NZ_CP010529.1 chromosome",1204,3423144
"NZ_CP010535.1 chromosome",1313,3569807
"NZ_CP010536.1 chromosome",1699,4522716
"NZ_CP010537.1 chromosome",1261,3898767
"NZ_CP010538.1 chromosome",261,816496
"NZ_CP010539.1 chromosome",261,817313
"NZ_CP010540.1 chromosome",260,817184
"NZ_CP010541.1 chromosome",260,816404
"NZ_CP010542.1 chromosome",262,816565
"NZ_CP010543.1 chromosome",260,816583
"NZ_CP010544.1 chromosome",260,816404
"NZ_CP010545.1 chromosome",260,816402
"NZ_CP010546.1 chromosome",259,817207
"NZ_CP010547.1 chromosome",260,817045
"NZ_CP010548.1 chromosome",260,817169
"NZ_CP010549.1 chromosome",260,817198
"NZ_CP010550.1 chromosome",261,817156
"NZ_CP010551.1 chromosome",259,817216
"NZ_CP010552.1 chromosome",791,1512449
"NZ_CP010554.1 chromosome",1305,2934611
"NZ_CP010555.1 chromosome",2428,6712339
"NZ_CP010556.1 chromosome",1568,3905973
"NZ_CP010567.1 chromosome",371,1043034
"NZ_CP010569.1 chromosome",372,1043060
"NZ_CP010571.1 chromosome",373,1042034
"NZ_CP010577.1 chromosome",2094,5652292
"NZ_CP010585.1 chromosome",1862,4557511
"NZ_CP010586.1 chromosome",1952,5153539
"NZ_CP010588.1 chromosome",1545,3776904
"NZ_CP010595.1 chromosome",1551,3832210
"NZ_CP010599.1 chromosome",1567,3829207
"NZ_CP010610.1 chromosome",1553,3751883
"NZ_CP010617.1 chromosome",1536,3699460
"NZ_CP010623.1 chromosome",1524,3688987
"NZ_CP010629.1 chromosome",1484,3587577
"NZ_CP010636.1 chromosome",1545,3775737
"NZ_CP010643.1 chromosome",1497,3613164
"NZ_CP010650.1 chromosome",1548,3706428
"NZ_CP010656.1 chromosome",1490,3597778
"NZ_CP010661.1 chromosome",1554,3753559
"NZ_CP010668.1 chromosome",1523,3649586
"NZ_CP010673.1 chromosome",1552,3811156
"NZ_CP010681.1 chromosome",1496,3607181
"NZ_CP010689.1 chromosome",1497,3613164
"NZ_CP010696.1 chromosome",1530,3700417
"NZ_CP010705.1 chromosome",1579,3895761
"NZ_CP010715.1 chromosome",1490,3592540
"NZ_CP010725.1 chromosome",1581,3860429
"NZ_CP010735.1 chromosome",1557,3814079
"NZ_CP010741.1 chromosome",1541,3718179
"NZ_CP010745.1 chromosome",1536,3728368
"NZ_CP010749.1 chromosome",1553,3751882
"NZ_CP010756.1 chromosome",1568,3829211
"NZ_CP010767.1 chromosome",1491,3617848
"NZ_CP010776.1 chromosome",1453,4143738
"NZ_CP010777.1 chromosome",1711,4820793
"NZ_CP010779.1 chromosome",1515,4087343
"NZ_CP010781.1 chromosome",1505,3909008
"NZ_CP010783.1 chromosome",808,2086959
"NZ_CP010784.1 chromosome",1545,3775738
"NZ_CP010795.2 chromosome",946,2337990
"NZ_CP010796.1 chromosome",1036,2605518
"NZ_CP010797.1 chromosome",2249,5341557
"NZ_CP010802.1 chromosome",1363,3958620
"NZ_CP010803.1 chromosome",1788,4817335
"NZ_CP010804.2 chromosome",507,1230251
"NZ_CP010805.1 chromosome",1497,3613164
"NZ_CP010811.1 chromosome",1408,3928357
"NZ_CP010812.1 chromosome",1436,4077462
"NZ_CP010816.1 chromosome",1857,4528118
"NZ_CP010817.1 chromosome",1245,4064534
"NZ_CP010818.1 chromosome",959,2483321
"NZ_CP010820.1 chromosome",1750,4843789
"NZ_CP010822.1 chromosome",1017,2158963
"NZ_CP010827.1 chromosome",1057,2830519
"NZ_CP010829.1 chromosome",1851,4824850
"NZ_CP010833.1 chromosome",2825,7931832
"NZ_CP010834.1 chromosome",830,2273296
"NZ_CP010835.1 chromosome",783,1977126
"NZ_CP010836.1 chromosome",1912,5191536
"NZ_CP010838.1 chromosome",1488,4107437
"NZ_CP010839.1 chromosome",1487,4107534
"NZ_CP010840.1 chromosome",1488,4105330
"NZ_CP010841.1 chromosome",1487,4104286
"NZ_CP010842.1 chromosome",1488,4106364
"NZ_CP010843.1 chromosome",1488,4103349
"NZ_CP010844.1 chromosome",1486,4106490
"NZ_CP010845.1 chromosome",1482,4073006
"NZ_CP010846.1 chromosome",1488,4106394
"NZ_CP010847.1 chromosome",1487,4107431
"NZ_CP010848.1 chromosome",911,2328288
"NZ_CP010849.1 chromosome",2748,7762396
"NZ_CP010850.1 chromosome",923,2107845
"NZ_CP010851.1 chromosome",430,1207241
"NZ_CP010852.1 chromosome",1996,5200257
"NZ_CP010867.1 chromosome",856,2092071
"NZ_CP010868.1 chromosome",716,1713078
"NZ_CP010869.1 chromosome",1567,3649316
"NZ_CP010873.1 chromosome",1752,4411216
"NZ_CP010874.1 chromosome",851,2084511
"NZ_CP010875.1 chromosome",836,2029669
"NZ_CP010876.1 chromosome",1960,5010884
"NZ_CP010883.1 chromosome",1238,3416467
"NZ_CP010884.1 chromosome",546,1843316
"NZ_CP010888.1 chromosome",1421,4167076
"NZ_CP010889.1 chromosome",941,2337820
"NZ_CP010890.1 chromosome",1096,2783537
"NZ_CP010892.1 chromosome",2408,6929263
"NZ_CP010896.1 chromosome",2222,6143950
"NZ_CP010897.2 chromosome",1936,5636000
"NZ_CP010899.1 chromosome",334,1463926
"NZ_CP010904.1 chromosome",1058,2949723
"NZ_CP010905.2 chromosome",1434,4274782
"NZ_CP010906.1 chromosome",774,1612378
"NZ_CP010907.1 chromosome",505,1150626
"NZ_CP010912.1 chromosome",1639,4457472
"NZ_CP010947.1 chromosome",1725,4884823
"NZ_CP010951.1 chromosome",1979,4916630
"NZ_CP010953.1 chromosome",780,1819051
"NZ_CP010954.1 chromosome",1930,4766421
"NZ_CP010961.1 chromosome",1488,4111050
"NZ_CP010962.1 chromosome",1489,4107408
"NZ_CP010963.1 chromosome",1513,4133777
"NZ_CP010964.1 chromosome",1499,4102978
"NZ_CP010965.1 chromosome",1484,4079396
"NZ_CP010966.1 chromosome",1484,4082551
"NZ_CP010967.1 chromosome",812,1859582
"NZ_CP010973.1 chromosome",1467,4006427
"NZ_CP010974.1 chromosome",874,3039355
"NZ_CP010975.1 chromosome",1063,2495242
"NZ_CP010976.1 chromosome",1942,5770242
"NZ_CP010978.1 chromosome",1871,5380816
"NZ_CP010989.1 chromosome",2527,6135769
"NZ_CP010992.1 chromosome",1115,3261404
"NZ_CP010993.1 chromosome",1180,3347300
"NZ_CP010994.1 chromosome",1225,3530414
"NZ_CP010995.1 chromosome",803,1809624
"NZ_CP010997.1 chromosome",1519,3860091
"NZ_CP010998.1 chromosome",1099,2815416
"NZ_CP010999.1 chromosome",793,1850434
"NZ_CP011004.1 chromosome",1167,2911639
"NZ_CP011005.1 chromosome",1474,3595718
"NZ_CP011007.1 chromosome",1499,3787586
"NZ_CP011008.1 chromosome",1962,5345500
"NZ_CP011010.1 chromosome",1606,4804002
"NZ_CP011011.1 chromosome",1328,3701940
"NZ_CP011012.1 chromosome",277,843022
"NZ_CP011015.1 chromosome",772,1658607
"NZ_CP011018.1 chromosome",1916,4885378
"NZ_CP011020.1 chromosome",2236,6360256
"NZ_CP011024.1 chromosome",835,1993967
"NZ_CP011028.1 chromosome",1341,3720756
"NZ_CP011029.1 chromosome",258,779695
"NZ_CP011030.1 chromosome",1252,3403660
"NZ_CP011031.1 chromosome",228,728958
"NZ_CP011032.1 chromosome",1388,3978968
"NZ_CP011033.1 chromosome",232,980475
"NZ_CP011034.1 chromosome",1273,3390388
"NZ_CP011035.1 chromosome",241,757205
"NZ_CP011036.1 chromosome",1285,3521200
"NZ_CP011037.1 chromosome",219,679846
"NZ_CP011041.1 chromosome",1241,3399143
"NZ_CP011042.1 chromosome",227,729257
"NZ_CP011043.1 chromosome",1314,3207520
"NZ_CP011047.1 chromosome",1696,4511265
"NZ_CP011052.1 chromosome",1790,4649248
"NZ_CP011055.2 chromosome",1046,2727312
"NZ_CP011056.2 chromosome",1046,2727312
"NZ_CP011057.2 chromosome",1046,2727312
"NZ_CP011058.1 chromosome",2086,5749967
"NZ_CP011059.1 chromosome",1515,4242519
"NZ_CP011060.1 chromosome",314,922280
"NZ_CP011061.1 chromosome",1920,4891769
"NZ_CP011068.1 chromosome",744,1950454
"NZ_CP011069.1 chromosome",733,1862487
"NZ_CP011070.1 chromosome",718,1803090
"NZ_CP011071.1 chromosome",1256,3274259
"NZ_CP011072.1 chromosome",1918,5257030
"NZ_CP011073.1 chromosome",1573,5282232
"NZ_CP011077.1 chromosome",1923,5107633
"NZ_CP011078.1 chromosome",1379,3699725
"NZ_CP011095.1 chromosome",956,2434569
"NZ_CP011096.1 chromosome",277,846495
"NZ_CP011098.1 chromosome",1041,2705355
"NZ_CP011099.1 chromosome",1051,2704219
"NZ_CP011100.1 chromosome",1747,4908265
"NZ_CP011101.1 chromosome",1702,4069266
"NZ_CP011102.1 chromosome",1267,3406292
"NZ_CP011104.1 chromosome",1598,5147098
"NZ_CP011105.1 chromosome",1301,3641882
"NZ_CP011107.1 chromosome",811,1869610
"NZ_CP011108.1 chromosome",820,1869610
"NZ_CP011110.1 chromosome",2367,6646309
"NZ_CP011112.1 chromosome",2212,5420910
"NZ_CP011113.2 chromosome",1866,4587291
"NZ_CP011114.1 chromosome",1997,5575484
"NZ_CP011115.1 chromosome",1736,4215633
"NZ_CP011116.1 chromosome",1052,2561368
"NZ_CP011117.2 chromosome",2248,6690033
"NZ_CP011118.1 chromosome",1719,4735535
"NZ_CP011120.1 chromosome",1045,2799488
"NZ_CP011124.1 chromosome",1829,4502758
"NZ_CP011127.1 chromosome",639,1461973
"NZ_CP011129.1 chromosome",1798,5916388
"NZ_CP011130.1 chromosome",1906,6391889
"NZ_CP011131.1 chromosome",1894,6056618
"NZ_CP011132.1 chromosome",2097,5584358
"NZ_CP011134.1 chromosome",1921,5000386
"NZ_CP011144.1 chromosome",1451,3891720
"NZ_CP011145.1 chromosome",2028,5418913
"NZ_CP011147.1 chromosome",1117,2849811
"NZ_CP011150.1 chromosome",1499,3745123
"NZ_CP011151.1 chromosome",2050,5521782
"NZ_CP011153.1 chromosome",2048,5506876
"NZ_CP011155.1 chromosome",2016,5404176
"NZ_CP011158.1 chromosome",912,2265514
"NZ_CP011160.1 chromosome",1727,5191653
"NZ_CP011163.1 chromosome",1706,5164518
"NZ_CP011167.1 chromosome",1494,4105364
"NZ_CP011168.1 chromosome",1486,4100254
"NZ_CP011169.1 chromosome",1488,4101097
"NZ_CP011170.1 chromosome",1487,4106400
