"Replicon","Enzymes","Size"
"NZ_CP020994.2 plasmid",5,42047
"NZ_CP020995.2 plasmid",1,19513
"NZ_CP021002.2 plasmid",7,44306
"NZ_CP021003.2 plasmid",5,42051
"NZ_CP021004.2 plasmid",7,37330
"NZ_CP021005.2 plasmid",1,19515
"NZ_CP021016.2 plasmid",13,117980
"NZ_CP021017.2 plasmid",8,56968
"NZ_CP021019.2 plasmid",8,51142
"NZ_CP021020.2 plasmid",6,49782
"NZ_CP021021.2 plasmid",6,32333
"NZ_CP021022.2 plasmid",3,29991
"NZ_CP021025.1 plasmid",65,166357
"NZ_CP021026.1 plasmid",92,280614
"NZ_CP021027.1 plasmid",118,442228
"NZ_CP021028.1 plasmid",181,506213
"NZ_CP021029.1 plasmid",159,515326
"NZ_CP021031.1 plasmid",149,530065
"NZ_CP021032.1 plasmid",277,773015
"NZ_CP021033.1 plasmid",290,889015
"NZ_CP021035.1 plasmid",5,47291
"NZ_CP021036.1 plasmid",5,48316
"NZ_CP021037.1 plasmid",26,102376
"NZ_CP021039.1 plasmid",5,48869
"NZ_CP021041.1 plasmid",69,256560
"NZ_CP021042.1 plasmid",34,130547
"NZ_CP021043.1 plasmid",34,109883
"NZ_CP021044.1 plasmid",15,76633
"NZ_CP021045.1 plasmid",25,68629
"NZ_CP021046.1 plasmid",2,15022
"NZ_CP021048.1 plasmid",69,256560
"NZ_CP021049.1 plasmid",34,130547
"NZ_CP021050.1 plasmid",34,109883
"NZ_CP021051.1 plasmid",15,76633
"NZ_CP021052.1 plasmid",25,68629
"NZ_CP021062.1 plasmid",156,584623
"NZ_CP021063.1 plasmid",18,113294
"NZ_CP021064.1 plasmid",11,92949
"NZ_CP021065.1 plasmid",9,86488
"NZ_CP021066.1 plasmid",0,11332
"NZ_CP021071.1 plasmid",151,531629
"NZ_CP021076.1 plasmid",37,181392
"NZ_CP021077.1 plasmid",26,168969
"NZ_CP021082.1 plasmid",156,642681
"NZ_CP021083.1 plasmid",136,395118
"NZ_CP021084.1 plasmid",34,311736
"NZ_CP021085.1 plasmid",0,5785
"NZ_CP021087.1 plasmid",36,169505
"NZ_CP021099.1 plasmid",0,6032
"NZ_CP021100.1 plasmid",2,6162
"NZ_CP021101.1 plasmid",1,8618
"NZ_CP021102.1 plasmid",1,8639
"NZ_CP021103.1 plasmid",16,80206
"NZ_CP021119.1 plasmid",20,144028
"NZ_CP021125.1 plasmid",121,431886
"NZ_CP021126.1 plasmid",170,482471
"NZ_CP021127.1 plasmid",203,655866
"NZ_CP021128.1 plasmid",239,684601
"NZ_CP021131.1 plasmid",67,271068
"NZ_CP021133.1 plasmid",17,79891
"NZ_CP021134.1 plasmid",9,54359
"NZ_CP021135.1 plasmid",0,16437
"NZ_CP021139.1 plasmid",6,39138
"NZ_CP021147.1 plasmid",7,109793
"NZ_CP021148.1 plasmid",11,73461
"NZ_CP021149.1 plasmid",5,67308
"NZ_CP021150.1 plasmid",12,63992
"NZ_CP021153.1 plasmid",16,105771
"NZ_CP021154.1 plasmid",15,81002
"NZ_CP021155.1 plasmid",10,72321
"NZ_CP021156.1 plasmid",6,45429
"NZ_CP021159.1 plasmid",29,193251
"NZ_CP021160.1 plasmid",25,169072
"NZ_CP021163.1 plasmid",21,68573
"NZ_CP021166.1 plasmid",44,177145
"NZ_CP021168.1 plasmid",27,79064
"NZ_CP021170.1 plasmid",29,162922
"NZ_CP021176.1 plasmid",9,60961
"NZ_CP021177.1 plasmid",29,154099
"NZ_CP021180.1 plasmid",25,135720
"NZ_CP021203.1 plasmid",30,183508
"NZ_CP021204.1 plasmid",14,92438
"NZ_CP021205.1 plasmid",10,63392
"NZ_CP021206.1 plasmid",25,111688
"NZ_CP021208.1 plasmid",12,86725
"NZ_CP021209.1 plasmid",34,223982
"NZ_CP021210.1 plasmid",14,75553
"NZ_CP021213.1 plasmid",11,56395
"NZ_CP021214.1 plasmid",10,86642
"NZ_CP021215.1 plasmid",36,144210
"NZ_CP021216.1 plasmid",35,166875
"NZ_CP021217.1 plasmid",511,1613292
"NZ_CP021218.1 plasmid",575,1686813
"NZ_CP021236.1 plasmid",43,204027
"NZ_CP021249.1 plasmid",75,254797
"NZ_CP021253.1 plasmid",7,25501
"NZ_CP021254.1 plasmid",0,13640
"NZ_CP021271.1 plasmid",6,56208
"NZ_CP021273.1 plasmid",13,58935
"NZ_CP021275.1 plasmid",13,58937
"NZ_CP021276.1 plasmid",7,76951
"NZ_CP021278.1 plasmid",7,76972
"NZ_CP021280.1 plasmid",13,88504
"NZ_CP021282.1 plasmid",42,129884
"NZ_CP021284.1 plasmid",47,150433
"NZ_CP021285.1 plasmid",9,67142
"NZ_CP021287.1 plasmid",43,129880
"NZ_CP021289.1 plasmid",24,147172
"NZ_CP021320.1 plasmid",7,36250
"NZ_CP021322.1 plasmid",7,64557
"NZ_CP021327.1 plasmid",28,112155
"NZ_CP021328.1 plasmid",69,446611
"NZ_CP021331.1 plasmid",39,174698
"NZ_CP021332.1 plasmid",42,148622
"NZ_CP021334.1 plasmid",64,244163
"NZ_CP021336.1 plasmid",10,86922
"NZ_CP021337.1 plasmid",13,83138
"NZ_CP021340.1 plasmid",11,86917
"NZ_CP021341.1 plasmid",13,81853
"NZ_CP021348.1 plasmid",1,25150
"NZ_CP021355.1 plasmid",303,984201
"NZ_CP021356.1 plasmid",68,299209
"NZ_CP021357.1 plasmid",21,119045
"NZ_CP021360.1 plasmid",26,71051
"NZ_CP021363.1 plasmid",49,258084
"NZ_CP021364.1 plasmid",46,156922
"NZ_CP021365.1 plasmid",11,72779
"NZ_CP021367.1 plasmid",50,269150
"NZ_CP021368.1 plasmid",47,163888
"NZ_CP021369.1 plasmid",18,114839
"NZ_CP021370.1 plasmid",13,79638
"NZ_CP021372.1 plasmid",161,516813
"NZ_CP021373.1 plasmid",169,494144
"NZ_CP021374.1 plasmid",104,305590
"NZ_CP021375.1 plasmid",57,213273
"NZ_CP021405.1 plasmid",53,174678
"NZ_CP021406.1 plasmid",53,178640
"NZ_CP021407.1 plasmid",30,112508
"NZ_CP021408.1 plasmid",16,55280
"NZ_CP021409.1 plasmid",19,68016
"NZ_CP021410.1 plasmid",23,42252
"NZ_CP021411.1 plasmid",3,16653
"NZ_CP021429.1 plasmid",29,112604
"NZ_CP021432.1 plasmid",21,111030
"NZ_CP021433.1 plasmid",8,39380
"NZ_CP021437.1 plasmid",39,240314
"NZ_CP021438.1 plasmid",17,172221
"NZ_CP021439.1 plasmid",0,22735
"NZ_CP021440.1 plasmid",0,13423
"NZ_CP021441.1 plasmid",0,10563
"NZ_CP021442.1 plasmid",1,8874
"NZ_CP021443.1 plasmid",0,5201
"NZ_CP021444.1 plasmid",0,3188
"NZ_CP021446.1 plasmid",5,41619
"NZ_CP021449.1 plasmid",485,2066085
"NZ_CP021457.1 plasmid",13,78062
"NZ_CP021458.1 plasmid",0,16724
"NZ_CP021459.1 plasmid",6,52778
"NZ_CP021460.1 plasmid",3,18945
"NZ_CP021461.1 plasmid",9,44582
"NZ_CP021468.1 plasmid",54,309048
"NZ_CP021469.1 plasmid",5,37199
"NZ_CP021470.1 plasmid",1,2895
"NZ_CP021471.1 plasmid",12,55780
"NZ_CP021472.1 plasmid",12,52037
"NZ_CP021473.1 plasmid",3,18164
"NZ_CP021475.1 plasmid",13,68679
"NZ_CP021476.1 plasmid",6,14243
"NZ_CP021477.1 plasmid",1,8303
"NZ_CP021478.1 plasmid",5,35931
"NZ_CP021480.1 plasmid",6,50390
"NZ_CP021481.1 plasmid",8,34853
"NZ_CP021482.1 plasmid",3,29400
"NZ_CP021483.1 plasmid",0,9351
"NZ_CP021485.1 plasmid",13,58462
"NZ_CP021486.1 plasmid",1,3436
"NZ_CP021488.1 plasmid",18,73961
"NZ_CP021489.1 plasmid",10,15841
"NZ_CP021492.1 plasmid",6,37363
"NZ_CP021493.1 plasmid",8,18960
"NZ_CP021494.1 plasmid",6,18944
"NZ_CP021502.1 plasmid",12,65490
"NZ_CP021503.1 plasmid",0,9596
"NZ_CP021504.1 plasmid",0,4020
"NZ_CP021506.1 plasmid",11,17666
"NZ_CP021508.1 plasmid",1,9149
"NZ_CP021510.1 plasmid",2,22563
"NZ_CP021511.1 plasmid",35,190983
"NZ_CP021512.1 plasmid",47,256755
"NZ_CP021513.1 plasmid",1,19899
"NZ_CP021514.1 plasmid",7,43021
"NZ_CP021525.1 plasmid",58,336151
"NZ_CP021526.1 plasmid",2,44181
"NZ_CP021527.1 plasmid",2,3654
"NZ_CP021530.1 plasmid",14,59600
"NZ_CP021531.1 plasmid",6,9423
"NZ_CP021533.1 plasmid",7,48528
"NZ_CP021534.1 plasmid",8,46161
"NZ_CP021536.1 plasmid",42,244955
"NZ_CP021537.1 plasmid",15,97474
"NZ_CP021538.1 plasmid",17,64372
"NZ_CP021540.1 plasmid",35,201874
"NZ_CP021541.1 plasmid",19,111531
"NZ_CP021542.1 plasmid",9,43379
"NZ_CP021543.1 plasmid",3,15271
"NZ_CP021544.1 plasmid",39,208223
"NZ_CP021545.1 plasmid",24,125536
"NZ_CP021546.1 plasmid",12,74660
"NZ_CP021547.1 plasmid",16,45740
"NZ_CP021548.1 plasmid",6,22633
"NZ_CP021551.1 plasmid",26,161830
"NZ_CP021643.1 plasmid",9,119793
"NZ_CP021649.1 plasmid",36,183061
"NZ_CP021650.1 plasmid",25,79174
"NZ_CP021651.1 plasmid",11,56357
"NZ_CP021653.1 plasmid",448,1999547
"NZ_CP021655.1 plasmid",0,4161
"NZ_CP021656.1 plasmid",3,7621
"NZ_CP021657.1 plasmid",6,51944
"NZ_CP021658.1 plasmid",7,60010
"NZ_CP021660.1 plasmid",22,148316
"NZ_CP021661.1 plasmid",10,91823
"NZ_CP021662.1 plasmid",6,67447
"NZ_CP021670.1 plasmid",21,205000
"NZ_CP021671.1 plasmid",41,75043
"NZ_CP021672.1 plasmid",4,28301
"NZ_CP021673.1 plasmid",6,33246
"NZ_CP021675.1 plasmid",7,36203
"NZ_CP021676.1 plasmid",7,16049
"NZ_CP021678.1 plasmid",23,100616
"NZ_CP021679.1 plasmid",3,11529
"NZ_CP021680.1 plasmid",5,23332
"NZ_CP021681.1 plasmid",20,95850
"NZ_CP021682.1 plasmid",8,49828
"NZ_CP021684.1 plasmid",15,84929
"NZ_CP021686.1 plasmid",28,183376
"NZ_CP021687.1 plasmid",18,96814
"NZ_CP021688.1 plasmid",27,90199
"NZ_CP021690.1 plasmid",31,163045
"NZ_CP021692.1 plasmid",8,46161
"NZ_CP021693.1 plasmid",7,50228
"NZ_CP021695.1 plasmid",40,214441
"NZ_CP021697.1 plasmid",33,191266
"NZ_CP021698.1 plasmid",16,87411
"NZ_CP021699.1 plasmid",50,354705
"NZ_CP021700.1 plasmid",1,8364
"NZ_CP021701.1 plasmid",5,21015
"NZ_CP021702.1 plasmid",0,14895
"NZ_CP021705.1 plasmid",0,27223
"NZ_CP021706.1 plasmid",6,24341
"NZ_CP021709.1 plasmid",30,186758
"NZ_CP021710.1 plasmid",38,214114
"NZ_CP021711.1 plasmid",11,78638
"NZ_CP021712.1 plasmid",26,70457
"NZ_CP021713.1 plasmid",39,208224
"NZ_CP021714.1 plasmid",25,106541
"NZ_CP021715.1 plasmid",9,43378
"NZ_CP021716.1 plasmid",7,43500
"NZ_CP021717.1 plasmid",3,15271
"NZ_CP021719.1 plasmid",21,128094
"NZ_CP021720.1 plasmid",35,216378
"NZ_CP021721.1 plasmid",2,9396
"NZ_CP021727.1 plasmid",36,224039
"NZ_CP021728.1 plasmid",27,169487
"NZ_CP021729.1 plasmid",19,114968
"NZ_CP021730.1 plasmid",11,58890
"NZ_CP021733.1 plasmid",19,114267
"NZ_CP021734.1 plasmid",23,85195
"NZ_CP021735.1 plasmid",6,31765
"NZ_CP021737.1 plasmid",23,117703
"NZ_CP021738.1 plasmid",8,46159
"NZ_CP021739.1 plasmid",7,50235
"NZ_CP021741.1 plasmid",23,89621
"NZ_CP021742.1 plasmid",17,76179
"NZ_CP021743.1 plasmid",7,43620
"NZ_CP021745.1 plasmid",21,131784
"NZ_CP021746.1 plasmid",8,71672
"NZ_CP021747.1 plasmid",1,31527
"NZ_CP021750.1 plasmid",8,43620
"NZ_CP021752.1 plasmid",39,209550
"NZ_CP021753.1 plasmid",19,116187
"NZ_CP021754.1 plasmid",12,74751
"NZ_CP021755.1 plasmid",16,45740
"NZ_CP021756.1 plasmid",6,22632
"NZ_CP021758.1 plasmid",23,121057
"NZ_CP021759.1 plasmid",9,46161
"NZ_CP021760.1 plasmid",8,54404
"NZ_CP021761.1 plasmid",22,79767
"NZ_CP021763.1 plasmid",489,2094505
"NZ_CP021767.1 plasmid",452,1999547
"NZ_CP021777.1 plasmid",10,70882
"NZ_CP021778.1 plasmid",21,71949
"NZ_CP021779.1 plasmid",4,15028
"NZ_CP021783.1 plasmid",0,2726
"NZ_CP021784.1 plasmid",0,2343
"NZ_CP021785.1 plasmid",2,4484
"NZ_CP021786.1 plasmid",0,8731
"NZ_CP021787.1 plasmid",9,86334
"NZ_CP021794.1 plasmid",455,1433621
"NZ_CP021795.1 plasmid",577,1700327
"NZ_CP021796.1 plasmid",82,280209
"NZ_CP021798.1 plasmid",427,1363628
"NZ_CP021799.1 plasmid",577,1680729
"NZ_CP021801.1 plasmid",472,1412628
"NZ_CP021802.1 plasmid",662,2011522
"NZ_CP021803.1 plasmid",62,297816
"NZ_CP021805.1 plasmid",444,1423499
"NZ_CP021806.1 plasmid",569,1646425
"NZ_CP021807.1 plasmid",30,158363
"NZ_CP021809.1 plasmid",533,1549593
"NZ_CP021810.1 plasmid",575,1665079
"NZ_CP021811.1 plasmid",93,247065
"NZ_CP021813.1 plasmid",453,1454983
"NZ_CP021814.1 plasmid",575,1694441
"NZ_CP021815.1 plasmid",79,297123
"NZ_CP021816.1 plasmid",33,203845
"NZ_CP021817.1 plasmid",31,127177
"NZ_CP021819.1 plasmid",288,892745
"NZ_CP021820.1 plasmid",579,1681904
"NZ_CP021821.1 plasmid",132,416269
"NZ_CP021823.1 plasmid",581,1683883
"NZ_CP021824.1 plasmid",537,1597380
"NZ_CP021826.1 plasmid",45,178451
"NZ_CP021827.1 plasmid",408,1279723
"NZ_CP021828.1 plasmid",550,1624370
"NZ_CP021830.1 plasmid",471,1484605
"NZ_CP021831.1 plasmid",552,1628141
"NZ_CP021832.1 plasmid",54,220189
"NZ_CP021834.1 plasmid",39,212837
"NZ_CP021835.1 plasmid",40,210045
"NZ_CP021836.1 plasmid",9,43378
"NZ_CP021837.1 plasmid",3,15271
"NZ_CP021839.1 plasmid",4,24836
"NZ_CP021841.1 plasmid",19,118934
"NZ_CP021842.1 plasmid",13,92385
"NZ_CP021843.1 plasmid",15,78672
"NZ_CP021845.1 plasmid",19,125099
"NZ_CP021846.1 plasmid",13,92350
"NZ_CP021847.1 plasmid",15,84091
"NZ_CP021853.1 plasmid",32,180262
"NZ_CP021854.1 plasmid",4,26816
"NZ_CP021855.1 plasmid",3,23946
"NZ_CP021856.1 plasmid",29,146168
"NZ_CP021857.1 plasmid",23,106331
"NZ_CP021858.1 plasmid",17,47277
"NZ_CP021860.1 plasmid",6,24749
"NZ_CP021861.1 plasmid",15,79489
"NZ_CP021871.1 plasmid",25,134899
"NZ_CP021873.1 plasmid",5,73089
"NZ_CP021875.1 plasmid",3,30412
"NZ_CP021876.1 plasmid",23,206454
"NZ_CP021877.1 plasmid",0,12475
"NZ_CP021878.1 plasmid",2,64252
"NZ_CP021880.1 plasmid",40,169449
"NZ_CP021881.1 plasmid",27,101165
"NZ_CP021882.1 plasmid",10,67973
"NZ_CP021887.1 plasmid",5,33248
"NZ_CP021891.1 plasmid",5,23665
"NZ_CP021893.1 plasmid",5,82495
"NZ_CP021897.1 plasmid",26,112496
"NZ_CP021898.1 plasmid",20,106696
"NZ_CP021899.1 plasmid",18,69635
"NZ_CP021900.1 plasmid",17,63482
"NZ_CP021901.1 plasmid",8,43379
"NZ_CP021906.1 plasmid",4,27490
"NZ_CP021908.1 plasmid",4,27490
"NZ_CP021910.1 plasmid",2,6863
"NZ_CP021923.1 plasmid",41,177959
"NZ_CP021924.1 plasmid",29,184348
"NZ_CP021925.1 plasmid",6,49900
"NZ_CP021926.1 plasmid",18,51763
"NZ_CP021928.1 plasmid",13,60456
"NZ_CP021930.1 plasmid",11,40809
"NZ_CP021931.1 plasmid",17,70917
"NZ_CP021933.1 plasmid",15,61061
"NZ_CP021936.1 plasmid",23,138340
"NZ_CP021937.1 plasmid",44,151110
"NZ_CP021938.1 plasmid",10,75318
"NZ_CP021940.1 plasmid",23,112868
"NZ_CP021941.1 plasmid",17,54064
"NZ_CP021942.1 plasmid",11,76739
"NZ_CP021943.1 plasmid",9,38384
"NZ_CP021945.1 plasmid",23,112868
"NZ_CP021946.1 plasmid",21,120345
"NZ_CP021947.1 plasmid",17,54064
"NZ_CP021948.1 plasmid",9,38384
"NZ_CP021949.1 plasmid",10,81698
"NZ_CP021951.1 plasmid",28,181589
"NZ_CP021952.1 plasmid",32,176349
"NZ_CP021953.1 plasmid",26,69541
"NZ_CP021954.1 plasmid",4,42816
"NZ_CP021956.1 plasmid",36,153527
"NZ_CP021957.1 plasmid",9,72122
"NZ_CP021958.1 plasmid",32,128920
"NZ_CP021959.1 plasmid",12,89382
"NZ_CP021961.1 plasmid",16,97389
"NZ_CP021962.1 plasmid",27,132217
"NZ_CP021967.1 plasmid",7,29769
"NZ_CP021968.1 plasmid",2,24533
"NZ_CP021969.1 plasmid",4,28436
"NZ_CP021977.1 plasmid",1,6983
"NZ_CP021994.1 plasmid",31,169719
"NZ_CP021998.2 plasmid",3,13713
"NZ_CP022004.1 plasmid",11,59371
"NZ_CP022007.1 plasmid",35,210524
"NZ_CP022008.1 plasmid",3,26639
"NZ_CP022009.1 plasmid",2,26479
"NZ_CP022016.1 plasmid",167,473456
"NZ_CP022017.1 plasmid",4,9815
"NZ_CP022018.1 plasmid",5,8798
"NZ_CP022021.1 plasmid",26,152337
"NZ_CP022035.1 plasmid",21,136771
"NZ_CP022036.1 plasmid",14,93727
"NZ_CP022042.2 plasmid",10,41221
"NZ_CP022047.2 plasmid",16,89775
"NZ_CP022051.2 plasmid",4,42641
"NZ_CP022052.2 plasmid",17,95288
"NZ_CP022066.2 plasmid",0,3304
"NZ_CP022067.2 plasmid",0,4301
"NZ_CP022068.1 plasmid",2,19849
"NZ_CP022078.1 plasmid",6,46746
"NZ_CP022081.2 plasmid",71,204169
"NZ_CP022085.2 plasmid",24,109945
"NZ_CP022087.2 plasmid",9,75559
"NZ_CP022090.2 plasmid",2,38118
"NZ_CP022107.1 plasmid",0,17386
"NZ_CP022108.1 plasmid",0,7142
"NZ_CP022118.1 plasmid",70,416444
"NZ_CP022119.1 plasmid",6,30030
"NZ_CP022125.1 plasmid",27,187721
"NZ_CP022126.1 plasmid",23,140133
"NZ_CP022128.1 plasmid",27,111692
"NZ_CP022131.1 plasmid",10,62498
"NZ_CP022136.1 plasmid",12,85657
"NZ_CP022137.1 plasmid",11,66457
"NZ_CP022140.1 plasmid",11,109681
"NZ_CP022141.1 plasmid",11,82715
"NZ_CP022149.1 plasmid",21,111184
"NZ_CP022150.1 plasmid",9,63458
"NZ_CP022155.1 plasmid",29,145220
"NZ_CP022156.1 plasmid",26,113793
"NZ_CP022157.1 plasmid",12,57232
"NZ_CP022158.1 plasmid",11,47900
"NZ_CP022159.1 plasmid",0,7537
"NZ_CP022165.1 plasmid",32,233149
"NZ_CP022166.1 plasmid",32,173624
"NZ_CP022167.1 plasmid",27,113428
"NZ_CP022169.1 plasmid",24,151609
"NZ_CP022170.1 plasmid",20,195805
"NZ_CP022171.1 plasmid",8,70855
"NZ_CP022172.1 plasmid",8,62511
"NZ_CP022173.1 plasmid",3,12455
"NZ_CP022174.1 plasmid",1,5037
"NZ_CP022176.1 plasmid",35,216870
"NZ_CP022177.1 plasmid",8,70841
"NZ_CP022178.1 plasmid",8,62513
"NZ_CP022179.1 plasmid",3,12455
"NZ_CP022180.1 plasmid",1,5037
"NZ_CP022182.1 plasmid",8,70816
"NZ_CP022183.1 plasmid",8,62485
"NZ_CP022184.1 plasmid",3,12455
"NZ_CP022185.1 plasmid",1,5037
"NZ_CP022191.1 plasmid",183,497024
"NZ_CP022192.1 plasmid",80,205291
"NZ_CP022193.1 plasmid",60,182129
"NZ_CP022194.1 plasmid",41,120216
"NZ_CP022195.1 plasmid",35,117530
"NZ_CP022197.1 plasmid",34,148161
"NZ_CP022209.1 plasmid",36,210568
"NZ_CP022211.1 plasmid",2,26710
"NZ_CP022212.1 plasmid",10,63719
"NZ_CP022220.1 plasmid",284,979173
"NZ_CP022224.1 plasmid",7,33560
"NZ_CP022225.1 plasmid",1,13458
"NZ_CP022226.2 plasmid",7,45476
"NZ_CP022227.3 plasmid",32,150853
"NZ_CP022228.3 plasmid",13,92538
"NZ_CP022245.1 plasmid",10,70247
"NZ_CP022246.1 plasmid",9,78481
"NZ_CP022248.1 plasmid",0,1619
"NZ_CP022249.1 plasmid",3,37770
"NZ_CP022250.1 plasmid",3,23530
"NZ_CP022251.1 plasmid",1,7554
"NZ_CP022252.1 plasmid",0,2390
"NZ_CP022264.1 plasmid",17,148077
"NZ_CP022265.1 plasmid",7,52486
"NZ_CP022266.1 plasmid",12,63484
"NZ_CP022268.1 plasmid",6,65309
"NZ_CP022269.1 plasmid",0,42275
"NZ_CP022274.1 plasmid",24,159655
"NZ_CP022275.1 plasmid",23,144825
"NZ_CP022276.1 plasmid",6,47164
"NZ_CP022277.1 plasmid",5,43109
"NZ_CP022280.1 plasmid",24,191691
"NZ_CP022281.1 plasmid",9,59190
"NZ_CP022284.1 plasmid",1,12381
"NZ_CP022285.1 plasmid",25,170420
"NZ_CP022288.1 plasmid",9,79987
"NZ_CP022289.1 plasmid",0,16503
"NZ_CP022292.1 plasmid",6,48564
"NZ_CP022293.1 plasmid",6,19629
"NZ_CP022299.1 plasmid",25,94476
"NZ_CP022300.1 plasmid",4,22605
"NZ_CP022301.1 plasmid",0,6970
"NZ_CP022302.1 plasmid",0,1859
"NZ_CP022304.1 plasmid",46,95560
"NZ_CP022305.1 plasmid",19,63231
"NZ_CP022306.1 plasmid",22,45797
"NZ_CP022317.1 plasmid",7,61637
"NZ_CP022318.1 plasmid",4,47134
"NZ_CP022320.2 plasmid",3,32220
"NZ_CP022342.1 plasmid",0,2894
"NZ_CP022343.1 plasmid",0,4480
"NZ_CP022346.1 plasmid",59,326530
"NZ_CP022349.1 plasmid",21,126877
"NZ_CP022350.1 plasmid",20,106140
"NZ_CP022351.1 plasmid",9,46149
"NZ_CP022357.1 plasmid",0,5539
"NZ_CP022359.1 plasmid",37,193338
"NZ_CP022360.1 plasmid",0,10479
"NZ_CP022363.1 plasmid",232,836998
"NZ_CP022365.1 plasmid",74,200555
"NZ_CP022366.1 plasmid",192,660876
"NZ_CP022367.1 plasmid",600,1910929
"NZ_CP022368.1 plasmid",6,45608
"NZ_CP022369.1 plasmid",159,568757
"NZ_CP022370.1 plasmid",40,189990
"NZ_CP022371.1 plasmid",27,112144
"NZ_CP022398.1 plasmid",6,48502
"NZ_CP022399.1 plasmid",4,23294
"NZ_CP022401.1 plasmid",30,210144
"NZ_CP022402.1 plasmid",6,49878
"NZ_CP022404.1 plasmid",3,20693
"NZ_CP022406.1 plasmid",47,266180
"NZ_CP022408.1 plasmid",9,81950
"NZ_CP022410.1 plasmid",0,8736
"NZ_CP022416.1 plasmid",119,428095
"NZ_CP022417.1 plasmid",73,292917
"NZ_CP022418.1 plasmid",85,284777
"NZ_CP022419.1 plasmid",86,209222
"NZ_CP022420.1 plasmid",32,142107
"NZ_CP022421.1 plasmid",25,99245
"NZ_CP022422.1 plasmid",18,92794
"NZ_CP022424.1 plasmid",100,282640
"NZ_CP022425.1 plasmid",6,40016
"NZ_CP022428.1 plasmid",16,34600
"NZ_CP022429.1 plasmid",110,328324
"NZ_CP022431.1 plasmid",21,111940
"NZ_CP022441.1 plasmid",43,316557
"NZ_CP022442.1 plasmid",14,95324
"NZ_CP022443.1 plasmid",6,38669
"NZ_CP022446.1 plasmid",174,715614
"NZ_CP022447.1 plasmid",0,9105
"NZ_CP022448.1 plasmid",0,10473
"NZ_CP022451.1 plasmid",44,222470
"NZ_CP022452.1 plasmid",9,60860
"NZ_CP022453.1 plasmid",6,38911
"NZ_CP022454.1 plasmid",3,17636
"NZ_CP022456.1 plasmid",14,87762
"NZ_CP022458.1 plasmid",7,55820
"NZ_CP022460.1 plasmid",12,67979
"NZ_CP022461.1 plasmid",17,66524
"NZ_CP022465.2 plasmid",5,43860
"NZ_CP022471.1 plasmid",5,45197
"NZ_CP022476.1 plasmid",5,17609
"NZ_CP022482.1 plasmid",459,1947245
"NZ_CP022483.1 plasmid",15,143755
"NZ_CP022484.1 plasmid",7,65180
"NZ_CP022485.1 plasmid",5,59380
"NZ_CP022486.1 plasmid",11,31392
"NZ_CP022487.1 plasmid",0,5121
"NZ_CP022492.1 plasmid",23,131583
"NZ_CP022495.1 plasmid",29,236555
"NZ_CP022498.1 plasmid",14,31173
"NZ_CP022499.1 plasmid",26,38945
"NZ_CP022502.1 plasmid",0,66760
"NZ_CP022516.1 plasmid",15,64728
"NZ_CP022517.1 plasmid",172,526773
"NZ_CP022518.1 plasmid",42,196103
"NZ_CP022519.1 plasmid",37,130944
"NZ_CP022520.1 plasmid",18,72356
"NZ_CP022523.1 plasmid",308,1244003
"NZ_CP022533.1 plasmid",59,330060
"NZ_CP022534.1 plasmid",21,126208
"NZ_CP022536.1 plasmid",2,29239
"NZ_CP022541.1 plasmid",134,372263
"NZ_CP022542.1 plasmid",55,154467
"NZ_CP022543.1 plasmid",18,81447
"NZ_CP022546.1 plasmid",6,51329
"NZ_CP022549.1 plasmid",36,196579
"NZ_CP022557.1 plasmid",2,17243
"NZ_CP022558.1 plasmid",1,8020
"NZ_CP022563.1 plasmid",18,130536
"NZ_CP022565.1 plasmid",328,976232
"NZ_CP022566.1 plasmid",191,549819
"NZ_CP022567.1 plasmid",153,407945
"NZ_CP022568.1 plasmid",113,326874
"NZ_CP022569.1 plasmid",89,264815
"NZ_CP022570.1 plasmid",4,12967
"NZ_CP022574.1 plasmid",33,170415
"NZ_CP022575.1 plasmid",9,43380
"NZ_CP022576.1 plasmid",3,13841
"NZ_CP022581.1 plasmid",33,105060
"NZ_CP022602.1 plasmid",1,19701
"NZ_CP022605.1 plasmid",262,1032012
"NZ_CP022608.1 plasmid",1,17939
"NZ_CP022610.1 plasmid",26,137128
"NZ_CP022612.1 plasmid",66,334957
"NZ_CP022613.1 plasmid",14,102915
"NZ_CP022659.1 plasmid",23,70062
"NZ_CP022660.1 plasmid",51,290957
"NZ_CP022661.1 plasmid",19,143770
"NZ_CP022662.1 plasmid",24,132606
"NZ_CP022666.1 plasmid",405,1169137
"NZ_CP022667.1 plasmid",201,605219
"NZ_CP022668.1 plasmid",200,576090
"NZ_CP022669.1 plasmid",105,327451
"NZ_CP022670.1 plasmid",55,179782
"NZ_CP022671.1 plasmid",4,18458
"NZ_CP022673.1 plasmid",19,113079
"NZ_CP022681.1 plasmid",2,26370
"NZ_CP022683.1 plasmid",9,39353
"NZ_CP022687.1 plasmid",1,11499
"NZ_CP022688.1 plasmid",18,92032
"NZ_CP022700.1 plasmid",20,151013
"NZ_CP022710.1 plasmid",15,75468
"NZ_CP022711.1 plasmid",1,11504
"NZ_CP022716.1 plasmid",1,7699
"NZ_CP022719.1 plasmid",2,20730
"NZ_CP022721.1 plasmid",2,20730
"NZ_CP022726.1 plasmid",29,144252
"NZ_CP022727.1 plasmid",39,130525
"NZ_CP022729.1 plasmid",4,34689
"NZ_CP022731.1 plasmid",40,198748
